Id,Lng,Lat
4055324,-73.9900283813477,40.7328872680664,7
4055325,-73.9983215332031,40.7453994750977,7
4055326,-73.9616165161133,40.7799377441406,7
4055327,-73.9767456054688,40.7657318115234,7
4055328,-73.9792098999023,40.776683807373,7
4055329,-73.9755325317383,40.7555313110352,7
4055330,-73.9821624755859,40.7629814147949,7
4055331,-73.7825164794922,40.6445465087891,7
4055332,-73.9641189575195,40.771556854248,7
4055333,-73.9499435424805,40.787166595459,7
4055334,-74.0020980834961,40.7402572631836,7
4055335,-73.9596710205078,40.771053314209,7
4055336,-73.9737548828125,40.7572593688965,7
4055337,-73.9941940307617,40.7511024475098,7
4055338,-73.7821426391602,40.6446189880371,7
4055339,-73.9680023193359,40.7922744750977,7
4055340,-73.9660797119141,40.7620620727539,7
4055341,0.0,0.0,7
4055342,-74.0072708129883,40.7433128356934,7
4055343,-73.9962768554688,40.7238922119141,7
4055344,-73.9594573974609,40.7629318237305,7
4055345,0.0,0.0,7
4056333,-73.991340637207,40.7602043151855,7
4056334,-74.0012359619141,40.7363967895508,7
4056335,-74.0029220581055,40.7603225708008,7
4056336,-73.9944610595703,40.7563591003418,7
4056337,-74.0066070556641,40.731761932373,7
4056338,-73.9574508666992,40.8017234802246,7
4056339,-73.9547348022461,40.7698211669922,7
4056340,-73.9534530639648,40.7794151306152,7
4056341,-73.9669647216797,40.7668533325195,7
4056342,-73.9754104614258,40.7651100158691,7
4056343,-73.9475326538086,40.7758522033691,7
4056344,0.0,0.0,7
4056345,-73.9946670532227,40.7402572631836,7
4056346,-74.016487121582,40.7163619995117,7
4056347,-73.9914398193359,40.7497444152832,7
4056348,-73.9639282226562,40.7677116394043,7
4056349,-73.9682235717773,40.7639961242676,7
4056350,-73.9891815185547,40.7483406066895,7
4056351,-73.9674072265625,40.7932662963867,7
4056352,-74.0092315673828,40.7213592529297,7
4056353,-73.9803161621094,40.738842010498,7
4056354,-73.9514465332031,40.8254776000977,7
4057367,-73.984130859375,40.7393226623535,7
4057368,-73.965690612793,40.7683715820312,7
4057369,-73.9878463745117,40.7497711181641,7
4057370,-73.9704208374023,40.7593994140625,7
4057371,-73.9536895751953,40.7667961120605,7
4057372,-73.9576416015625,40.7845611572266,7
4057373,-74.0010147094727,40.7470588684082,7
4057374,-73.9528656005859,40.7859725952148,7
4057375,-73.9603652954102,40.7764358520508,7
4057376,-74.0069198608398,40.7354278564453,7
4057377,-73.8627777099609,40.7687454223633,7
4057378,-73.7820587158203,40.6446380615234,7
4057379,-73.9771728515625,40.7584915161133,7
4057380,-73.9916076660156,40.7311401367188,7
4057381,-73.9946517944336,40.7504615783691,7
4057382,-73.9606857299805,40.7974433898926,7
4057383,-73.9851531982422,40.7238159179688,7
4057384,-73.9999694824219,40.7330551147461,7
4057385,-73.9693450927734,40.7664451599121,7
4057386,-73.9543075561523,40.7639083862305,7
4057387,-73.9539337158203,40.7845916748047,7
4057388,-73.9835052490234,40.7219314575195,7
4057389,-73.9885482788086,40.6704330444336,7
4057390,-73.986442565918,40.7303085327148,7
4057391,-73.9763946533203,40.7570838928223,7
4057392,-73.9639434814453,40.7709693908691,7
4057393,-74.016487121582,40.7112350463867,7
4057394,-73.9900588989258,40.7561645507812,7
4057395,-73.9754943847656,40.7521858215332,7
4057396,0.0,0.0,7
4057397,-73.9828643798828,40.7418327331543,7
4057398,-74.0016860961914,40.7514991760254,7
4057399,-73.9779510498047,40.752197265625,7
4057400,-73.9966430664062,40.7365417480469,7
4057401,-73.957633972168,40.7827491760254,7
4057402,-73.9862213134766,40.7724685668945,7
4057403,-73.9852905273438,40.7594795227051,7
4057404,-73.9814529418945,40.7792282104492,7
4057405,-73.9676895141602,40.7658538818359,7
4057406,-74.006721496582,40.7439918518066,7
4057407,-73.9885025024414,40.7690086364746,7
4057408,-73.9797744750977,40.764778137207,7
4057409,-74.0012969970703,40.7313041687012,7
4057685,-73.9764251708984,40.7376556396484,7
4057792,-73.9980850219727,40.7200202941895,7
4057793,-73.9523086547852,40.7847290039062,7
4057794,-73.9852676391602,40.7363052368164,7
4057795,-73.9700012207031,40.7507019042969,7
4057796,-73.9818801879883,40.7687301635742,7
4057797,-74.0157241821289,40.7092895507812,7
4057798,-73.9575805664062,40.7797088623047,7
4057799,-73.9570083618164,40.8048439025879,7
4057800,-73.9786987304688,40.7478103637695,7
4057801,-74.0128784179688,40.7171363830566,7
4057802,-73.9663848876953,40.7639274597168,7
4057803,-73.963493347168,40.7644462585449,7
4057804,-73.9756698608398,40.7561416625977,7
4057805,-73.990966796875,40.7395668029785,7
4057882,-73.9799728393555,40.738395690918,7
4057883,-73.9471206665039,40.7844314575195,7
4057884,-73.9777374267578,40.7421264648438,7
4057885,-73.9972152709961,40.7407646179199,7
4057886,-73.9917449951172,40.7498207092285,7
4057887,-73.9779586791992,40.7887725830078,7
4057888,-73.98193359375,40.7702217102051,7
4058017,-73.9909896850586,40.7502174377441,7
4058018,-73.9910736083984,40.7496070861816,7
4058019,-73.9898147583008,40.7471199035645,7
4058020,-73.9999389648438,40.7380065917969,7
4058021,-73.975456237793,40.7553443908691,7
4058022,-73.9914321899414,40.7499084472656,7
4058023,-73.9617004394531,40.7678031921387,7
4058024,-73.9619674682617,40.7638130187988,7
4058025,-73.9831161499023,40.7561645507812,7
4058026,-73.9916305541992,40.7499046325684,7
4058027,-73.9861679077148,40.7587852478027,7
4058028,-73.9847412109375,40.7282562255859,7
4058029,-73.7896118164062,40.6475791931152,7
4058030,-74.0016937255859,40.7473945617676,7
4058031,-73.957389831543,40.7742919921875,7
4058032,-73.9903564453125,40.7565612792969,7
4058033,-73.9574279785156,40.7685012817383,7
4058072,-73.970703125,40.764476776123,7
4058073,-73.9830322265625,40.7395706176758,7
4058074,0.0,0.0,7
4058075,-73.9685592651367,40.7546768188477,7
4058076,-73.9785842895508,40.7524566650391,7
4058190,-73.9631805419922,40.7581443786621,7
4058191,-73.9557189941406,40.7851333618164,7
4058192,-73.9684448242188,40.759391784668,7
4058193,-73.9916610717773,40.7385368347168,7
4058194,-73.9883728027344,40.7181549072266,7
4058195,-73.991943359375,40.7492523193359,7
4058196,-73.9634094238281,40.7659454345703,7
4058197,-73.9610748291016,40.7688140869141,7
4058198,-73.9810180664062,40.7207374572754,7
4058199,-73.9751434326172,40.7559089660645,7
4058200,-73.9601135253906,40.7760963439941,7
4058201,-73.982421875,40.7706298828125,7
4058202,-73.8627853393555,40.7687530517578,7
4058203,-73.9311599731445,40.8478088378906,7
4058204,-73.9979476928711,40.682788848877,7
4058205,-74.0021896362305,40.733470916748,7
4058206,-73.9652557373047,40.7553405761719,7
4058207,-73.9561462402344,40.7845764160156,7
4058208,-73.9949264526367,40.7506217956543,7
4058209,-73.9724884033203,40.7649002075195,7
4058210,-73.9596786499023,40.7628593444824,7
4058211,-73.9884719848633,40.7378730773926,7
4059839,-73.976188659668,40.7501411437988,7
4059840,-73.9951095581055,40.7609214782715,7
4059841,-74.0040664672852,40.7255783081055,7
4059842,-73.9680023193359,40.8024024963379,7
4059843,-73.9783325195312,40.7617607116699,7
4059844,0.0,0.0,7
4059845,-73.9707717895508,40.7970085144043,7
4059846,-73.9677581787109,40.787670135498,7
4059847,-73.9804153442383,40.7304153442383,7
4059848,-73.9938583374023,40.7567901611328,7
4059849,-73.9983978271484,40.7354125976562,7
4059850,-73.9577102661133,40.7767295837402,7
4059851,-73.9960632324219,40.7436256408691,7
4059852,-74.0058822631836,40.748420715332,7
4059853,-73.9896469116211,40.7471504211426,7
4059854,-73.9960403442383,40.7360687255859,7
4059855,-73.9584121704102,40.7780532836914,7
4059856,-73.9627304077148,40.7632713317871,7
4059857,-73.9816741943359,40.7701950073242,7
4059858,-74.0060424804688,40.7171401977539,7
4059859,-73.9737396240234,40.7549285888672,7
4059860,-73.9538497924805,40.7751884460449,7
4060272,-73.9795989990234,40.7356376647949,7
4060273,-73.9781875610352,40.7293701171875,7
4060274,-73.9481658935547,40.7764053344727,7
4060275,-73.9518203735352,40.7845649719238,7
4060276,0.0,0.0,7
4060277,-73.9805526733398,40.7382698059082,7
4060278,-73.9600296020508,40.7622184753418,7
4060279,-73.9806518554688,40.7425689697266,7
4060280,-73.9725952148438,40.7503700256348,7
4060281,-73.9785079956055,40.7543411254883,7
4060282,-73.9763488769531,40.7655220031738,7
4060283,-73.984733581543,40.758861541748,7
4060284,-73.988639831543,40.7738304138184,7
4060285,-73.9884719848633,40.7537651062012,7
4060286,-73.9540405273438,40.7816123962402,7
4060287,-73.9726715087891,40.7649765014648,7
4060288,-73.7897262573242,40.6467170715332,7
4060289,-73.9551086425781,40.7832107543945,7
4060290,-73.9853668212891,40.7235565185547,7
4060291,-73.968505859375,40.7546081542969,7
4060292,-73.9880294799805,40.755989074707,7
4060293,-73.9852142333984,40.746955871582,7
4060411,-73.9911422729492,40.765266418457,7
4060412,-73.9523773193359,40.7687034606934,7
4060413,-74.0002288818359,40.7612800598145,7
4060414,-73.9890441894531,40.7267379760742,7
4060415,-73.9680099487305,40.8014602661133,7
4060416,-73.9580078125,40.7848892211914,7
4060417,-73.9809265136719,40.7554016113281,7
4060418,-73.9495849609375,40.7846488952637,7
4060419,-73.7766647338867,40.645320892334,7
4060420,-73.9803237915039,40.7658042907715,7
4060421,-73.990837097168,40.7505340576172,7
4060422,-74.0101089477539,40.721061706543,7
4060423,-73.9660491943359,40.789852142334,7
4061070,-73.9834671020508,40.7623062133789,7
4061071,-73.9818878173828,40.7621269226074,7
4061072,-73.9796600341797,40.7863502502441,7
4061073,-73.8666839599609,40.7711448669434,7
4061074,-73.9801559448242,40.7486801147461,7
4061075,-73.9956130981445,40.7247886657715,7
4061076,-73.9955902099609,40.7497901916504,7
4061077,-73.9469451904297,40.7762336730957,7
4061078,-73.9832992553711,40.7443351745605,7
4061408,-73.9813613891602,40.7500953674316,7
4061409,-73.9800262451172,40.7436981201172,7
4061410,-73.9812240600586,40.7468490600586,7
4061411,0.0,0.0,7
4061412,-73.9819412231445,40.7468299865723,7
4061413,-74.0020141601562,40.7455635070801,7
4061414,-73.9808883666992,40.7480010986328,7
4061415,-73.9628372192383,40.766731262207,7
4061416,-73.9488296508789,40.8237152099609,7
4061720,-73.9522094726562,40.772403717041,7
4061721,-73.995849609375,40.7434883117676,7
4061722,-73.957763671875,40.7716407775879,7
4061723,-73.958984375,40.763542175293,7
4061724,-73.9850158691406,40.7399253845215,7
4061725,-73.9943008422852,40.7463302612305,7
4061726,-73.9890823364258,40.7488632202148,7
4061727,-73.9528503417969,40.7720718383789,7
4061728,-73.9655532836914,40.7687835693359,7
4061729,-73.9969787597656,40.7423210144043,7
4061730,-73.982292175293,40.7849388122559,7
4061731,-73.9442901611328,40.7803192138672,7
4061732,-73.9819183349609,40.7677955627441,7
4061931,-73.9510879516602,40.825740814209,7
4061932,-73.9907684326172,40.7507362365723,7
4061933,-73.9532852172852,40.771598815918,7
4061934,-73.9916839599609,40.7170372009277,7
4061935,-73.9791030883789,40.7470703125,7
4061936,-73.970344543457,40.7524299621582,7
4061937,0.0,0.0,7
4061938,-73.9906768798828,40.7285537719727,7
4061939,-73.9545974731445,40.7780494689941,7
4061940,-73.9788589477539,40.7622680664062,7
4061941,-73.9810409545898,40.7444534301758,7
4061942,-73.9856262207031,40.7605781555176,7
4061943,-73.9514465332031,40.7699279785156,7
4061944,-74.0026092529297,40.739501953125,7
4061945,-73.9910430908203,40.7507514953613,7
4061946,-73.9852981567383,40.7635116577148,7
4061947,-73.9608840942383,40.797061920166,7
4061948,-73.9813232421875,40.7206115722656,7
4061949,-73.9882202148438,40.7745971679688,7
4061950,-74.0074310302734,40.7049179077148,7
4061951,-74.0053176879883,40.7203483581543,7
4061952,-73.9420623779297,40.8011665344238,7
4062614,-73.9776763916016,40.7487716674805,7
4062615,-73.9999084472656,40.7333030700684,7
4062616,-74.006103515625,40.7347183227539,7
4062617,-73.997688293457,40.7366065979004,7
4062618,-74.0028991699219,40.7605133056641,7
4062619,-73.8749618530273,40.774040222168,7
4062620,-73.9718322753906,40.794605255127,7
4062621,-74.0077362060547,40.7315101623535,7
4062622,-74.0066223144531,40.7038803100586,7
4062623,-73.960205078125,40.7754554748535,7
4062624,-73.977668762207,40.7792892456055,7
4062625,-73.9538345336914,40.7793464660645,7
4062626,-73.9523544311523,40.7723197937012,7
4062627,-73.9705123901367,40.7889595031738,7
4062628,-73.9960479736328,40.7384338378906,7
4062629,-73.9935531616211,40.7620010375977,7
4062630,-73.9362564086914,40.7990531921387,7
4062631,-73.9922714233398,40.7498092651367,7
4062632,-73.9893798828125,40.7627258300781,7
4062633,-73.9794082641602,40.7542114257812,7
4062634,-73.9353332519531,40.7614974975586,7
4062635,-73.9901580810547,40.747200012207,7
4063973,-74.0068435668945,40.7196884155273,7
4063974,-73.974250793457,40.7831115722656,7
4063975,-74.004035949707,40.7239227294922,7
