Id,Lng,Lat
5225323,-73.9913330078125,40.750244140625,12
5225324,-73.9716796875,40.7569885253906,12
5225325,-73.9948425292969,40.7401962280273,12
5225326,-73.9851837158203,40.7358856201172,12
5225327,-73.9499816894531,40.7855262756348,12
5225328,-74.0025024414062,40.7303581237793,12
5225329,-73.9931335449219,40.7297668457031,12
5225330,-73.7770462036133,40.6463088989258,12
5225331,-73.9786148071289,40.7297096252441,12
5225332,-73.994499206543,40.7505683898926,12
5225333,-74.0093688964844,40.710620880127,12
5225334,-73.9564514160156,40.7714500427246,12
5225335,-73.9725036621094,40.7865180969238,12
5225336,-74.0017700195312,40.7279090881348,12
5225337,-73.9668273925781,40.7887802124023,12
5225338,-73.973388671875,40.7581748962402,12
5225339,-73.9724960327148,40.7532730102539,12
5225340,-73.9739532470703,40.7568817138672,12
5225341,-73.9891815185547,40.743049621582,12
5225342,-73.9642868041992,40.7572593688965,12
5225343,-73.9589004516602,40.7719573974609,12
5225344,-73.9796295166016,40.7466430664062,12
5225537,-73.989990234375,40.7672729492188,12
5225538,-73.9845123291016,40.7418251037598,12
5225539,-73.9673233032227,40.788158416748,12
5225540,-73.9966812133789,40.7529716491699,12
5225541,-73.9783020019531,40.7635231018066,12
5225542,-74.0047073364258,40.7162017822266,12
5225543,-73.9583969116211,40.7687454223633,12
5225544,-74.0056228637695,40.7507858276367,12
5225545,-73.9717330932617,40.7521286010742,12
5225546,-73.9696273803711,40.7632827758789,12
5225547,-73.9752044677734,40.753978729248,12
5225548,-73.9895706176758,40.7579460144043,12
5225549,-73.9751586914062,40.7581901550293,12
5225550,-73.9680404663086,40.7558860778809,12
5225551,-73.9755630493164,40.7609977722168,12
5225552,-73.969596862793,40.7582969665527,12
5225553,-73.9800796508789,40.748908996582,12
5225554,-73.9914932250977,40.7483367919922,12
5225555,-73.9872512817383,40.7181587219238,12
5225556,-73.9798278808594,40.7839279174805,12
5225557,-73.9732208251953,40.7639198303223,12
5225752,-73.9733352661133,40.7610855102539,12
5225753,-74.005500793457,40.7274589538574,12
5225754,-73.9566040039062,40.775463104248,12
5225755,-73.9830703735352,40.7662086486816,12
5225756,-73.9679107666016,40.7558479309082,12
5225757,-73.9715194702148,40.7574005126953,12
5225758,-73.9625701904297,40.7997550964355,12
5225759,-73.9525604248047,40.778190612793,12
5225760,-73.9785842895508,40.763011932373,12
5225761,-73.984245300293,40.7488784790039,12
5225762,-73.9810028076172,40.7691307067871,12
5225763,-73.9649887084961,40.762580871582,12
5225764,-73.9763107299805,40.7639122009277,12
5225765,-73.9880218505859,40.7356033325195,12
5225766,-73.9754791259766,40.7489318847656,12
5225767,-74.0002288818359,40.7387733459473,12
5225768,-73.9885864257812,40.7493133544922,12
5225769,-73.9814910888672,40.7327919006348,12
5225770,-73.9545059204102,40.7792854309082,12
5226113,-73.9716796875,40.7546501159668,12
5226114,-73.974967956543,40.7419052124023,12
5226137,-73.9908752441406,40.7339324951172,12
5226138,-74.0037460327148,40.7069969177246,12
5226139,-74.0071411132812,40.7276840209961,12
5226140,-73.9719696044922,40.7623405456543,12
5226141,-73.9635696411133,40.7743225097656,12
5226142,-73.9875106811523,40.7414703369141,12
5226143,-73.9447250366211,40.7796821594238,12
5226144,-73.9729537963867,40.7557373046875,12
5226145,-73.9712295532227,40.7878189086914,12
5226146,-73.966682434082,40.8044090270996,12
5226147,-74.0074157714844,40.7272758483887,12
5226148,-73.9860229492188,40.7465667724609,12
5226149,-73.9592742919922,40.7810821533203,12
5226150,-73.9630661010742,40.7781600952148,12
5226151,-73.9777450561523,40.7867698669434,12
5226152,-73.975212097168,40.7650947570801,12
5226153,-73.9565277099609,40.7839851379395,12
5226154,-73.9930191040039,40.7300453186035,12
5226155,-73.9808349609375,40.7598190307617,12
5226156,-73.9829483032227,40.7419738769531,12
5226157,-73.9241256713867,40.7441024780273,12
5226158,-73.9866485595703,40.7614517211914,12
5226246,0.0,0.0,12
5226247,-73.9704513549805,40.7565765380859,12
5226248,-73.9941177368164,40.7511177062988,12
5226249,-73.9519958496094,40.7774391174316,12
5226250,-74.0113143920898,40.7094993591309,12
5226251,-74.0016632080078,40.7566909790039,12
5226252,-74.0007171630859,40.7583236694336,12
5226253,-73.9427337646484,40.8405113220215,12
5226254,-73.9744033813477,40.7649841308594,12
5226255,-74.0065612792969,40.7365341186523,12
5226256,-73.9988479614258,40.7237892150879,12
5226257,-73.9959335327148,40.7640914916992,12
5226258,-73.9909973144531,40.7606658935547,12
5226259,-73.9864807128906,40.7624778747559,12
5226260,-73.988410949707,40.7399215698242,12
5226261,-73.9871826171875,40.7548637390137,12
5226262,-73.9836502075195,40.7406845092773,12
5226263,-73.9738388061523,40.7498817443848,12
5226264,-73.9628143310547,40.7722854614258,12
5226265,-73.9473724365234,40.790714263916,12
5226266,-73.9651641845703,40.7550468444824,12
5226267,-73.9880065917969,40.7698402404785,12
5226868,-73.9841079711914,40.7401809692383,12
5226869,-73.9727554321289,40.7959976196289,12
5226870,-73.968994140625,40.764045715332,12
5226871,-73.9713897705078,40.7944984436035,12
5226872,-73.977783203125,40.7419891357422,12
5226873,-73.975715637207,40.7815856933594,12
5226874,-73.9705276489258,40.7523498535156,12
5226875,-73.9495162963867,40.7808647155762,12
5226876,-73.9992599487305,40.7187232971191,12
5226877,-73.993049621582,40.7679786682129,12
5226878,-73.9528350830078,40.786018371582,12
5226879,-73.9819793701172,40.7683982849121,12
5226880,-73.870849609375,40.7737312316895,12
5226881,-73.9896392822266,40.7298927307129,12
5226882,-74.0075912475586,40.7408332824707,12
5226883,-73.9924011230469,40.7589797973633,12
5226884,-73.9623413085938,40.7703437805176,12
5226885,-73.9950637817383,40.6887702941895,12
5226886,-73.9790802001953,40.7819976806641,12
5226887,-73.9828567504883,40.7274360656738,12
5226888,-73.9859924316406,40.7267112731934,12
5227089,-73.9992599487305,40.6800117492676,12
5227090,-73.9694061279297,40.7668266296387,12
5227091,-73.9643325805664,40.7679557800293,12
5227092,-73.9760589599609,40.765941619873,12
5227093,-74.0082321166992,40.7487297058105,12
5227094,-74.00244140625,40.7501029968262,12
5227095,-74.0033264160156,40.7387580871582,12
5227096,-73.9911270141602,40.7173271179199,12
5227097,-73.9967727661133,40.7510757446289,12
5227098,-74.0058975219727,40.7172813415527,12
5227099,-73.9627380371094,40.7754211425781,12
5227100,-73.9795684814453,40.7867088317871,12
5227101,-73.98828125,40.7200508117676,12
